Отметка времени,Ви працюєте зараз в ІТ?,Де ви мешкаєте?,Де ви працюєте?,Ваша стать,Ваш вік,Яка у вас освіта?,Вкажіть заклад вищої освіти,Знання англійської мови,Оберіть вашу посаду,Ваш тайтл,Вкажіть вашу спеціалізацію,Основна мова програмування,Інші мови програмування,"Фреймворки, бібліотеки та платформи","Платформи, для яких розробляєте на поточному місці роботи?",Ваш тайтл_1,Вкажіть вашу спеціалізацію_2,Яку мову програмування використовуєте у роботі?,Оберіть вашу посаду_3,Ваш тайтл_4,Ваша посада,Ваш тайтл_5,Оберіть вашу посаду_6,Ваш тайтл_7,Ваша посада_8,Ваш тайтл_9,Ваша посада_10,Ваш тайтл_11,Ваша посада_12,Ваш тайтл_13,Ваша посада_14,Ваш тайтл_15,Ваша посада_16,В якій сфері працюєте?,Тип компанії,Кількість спеціалістів у вашій компанії (в Україні),Загальний стаж роботи за спеціальністю,Стаж на поточному місці роботи,У скількох компаніях встигли попрацювати за час ІТ-кар'єри?,"Зарплата у $$$ за місяць, лише ставка після сплати податків",Наскільки змінилась ваша зарплата за останні 12 місяців?,Чи отримуєте ви грошові бонуси до зарплати?,Вкажіть суму цього бонуса у $$$ після податків
09/12/2020 20:50,"Так, працюю full-time",Львів,В офісі,Чоловік,27,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Front-end,TypeScript,Не використовую,React.js,Web,,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 200,2 роки,3 роки,2,2280,1400,"Ні, не отримую",
07/12/2020 20:50,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Жінка,26,Вища,Інший виш,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,General QA,Не використовую,,,,,,,,,,,,,,,,"Agriculture, Blockchain",Аутсорсингова,до 50,3 роки,1 рік,03-Apr,1200,200,"Ні, не отримую",
14/12/2020 19:21,"Так, працюю full-time",Вінниця,В офісі,Чоловік,32,Вища,ВНТУ,Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,DevOps Engineer,Middle,,Gambling,Продуктова,до 50,3 роки,3 місяці,05-Jul,4000,1500,Отримую бонус щомісяця,500
08/12/2020 17:40,"Так, працюю full-time",Київ,Віддалено,Чоловік,27,Вища,КНУТД,Upper-Intermediate,Designer,,,,,,,,,,UI/UX Designer,Middle,,,,,,,,,,,,,,"Agriculture, Fintech",Аутсорсингова,до 50,4 роки,1 рік,05-Jul,1400,Нічого не змінилось,"Ні, не отримую",
07/12/2020 12:29,"Так, працюю full-time",Київ,Віддалено,Чоловік,31,Дві вищих,КНУТД,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,Groovy,Spring,Web,,,,,,,,,,,,,,,,,,,Telecom,Аутсорсингова,понад 1000,5 років,2 роки,2,2280,380,"Ні, не отримую",
23/12/2020 00:00,"Так, я фрилансер",Київ,"Частково віддалено, частково в офісі",Жінка,20,Ще студент,Інший виш,Intermediate,Designer,,,,,,,,,,UI/UX Designer,Junior,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,Пів року,3 місяці,2,1400,1000,Отримую бонус щороку,100
07/12/2020 23:05,"Так, працюю full-time",Ужгород,"Частково віддалено, частково в офісі",Чоловік,29,Вища,НТУУ «КПІ»,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,Automation QA,JavaScript,,,,,,,,,,,,,,,,"E-commerce, Insurance",Аутсорсингова,до 10 спеціалістів,4 роки,4 роки,1,1200,0,"Ні, не отримую",
18/12/2020 17:37,"Так, працюю full-time",Київ,Віддалено,Чоловік,37,Вища,НТУУ «КПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,Не використовую,"Node.js, Vue.js, Nuxt.js",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Аутстафінгова,до 50,3 роки,3 роки,2,2280,380,"Ні, не отримую",
14/12/2020 19:44,"Так, працюю full-time",Одеса,Віддалено,Чоловік,39,Вища,ОНПУ,Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,DevOps Engineer,Junior,,Cloud Computing,Аутсорсингова,до 50,1 рік,3 місяці,2,1050,0,"Ні, не отримую",0
30/12/2020 14:20,"Так, працюю full-time",Чернівці,В офісі,Чоловік,24,Вища,ЧНУ ім. Федьковича,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Kotlin,Java,,Mobile Android,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,понад 1000,3 роки,1 рік,03-Apr,2280,400,"Ні, не отримую",
11/12/2020 09:27,"Так, працюю full-time",Київ,Віддалено,Чоловік,24,Середня,,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Front-end,JavaScript,Не використовую,"jQuery, Node.js, React.js","Web, Mobile other",,,,,,,,,,,,,,,,,,,Інша,Продуктова,до 1000,6 років,1 рік,05-Jul,2280,0,Отримую бонус щомісяця,228
29/12/2020 15:50,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,23,Вища,НТУУ «КПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,Back-end,C#/.NET,SQL,".NET, .NET Core, ASP.NET",Web,,,,,,,,,,,,,,,,,,,High Load Systems,Аутстафінгова,до 50,3 роки,1 рік,03-Apr,2280,200,"Ні, не отримую",
08/12/2020 10:32,"Так, працюю full-time",Київ,Віддалено,Чоловік,28,Вища,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,Manual QA,Не використовую,,,,,,,,,,,,,,,,Інша,Продуктова,до 1000,1 рік,Пів року,2,1200,700,"Ні, не отримую",
08/12/2020 19:24,"Так, працюю full-time",Інше,Віддалено,Чоловік,25,Вища,ЧНУ ім. Федьковича,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,Python,"JavaScript, SQL","Django, Vue.js","Web, PWA",,,,,,,,,,,,,,,,,,,Medtech,Аутстафінгова,до 200,4 роки,3 роки,1,2260,800,"Ні, не отримую",
29/12/2020 00:51,"Так, працюю full-time",Київ,Віддалено,Жінка,22,Вища,НаУКМА,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,"Drupal, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,"Automotive, E-commerce",Аутстафінгова,до 200,3 роки,2 роки,2,2258,1000,Отримую бонус щороку,1200
08/12/2020 01:58,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,28,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,JavaScript,"PHP, SQL","Express, Node.js, React.js",Web,,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,6 років,3 роки,03-Apr,2256,261,Отримую бонус щороку,1400
07/12/2020 10:55,"Так, працюю full-time",Київ,В офісі,Чоловік,28,Вища,ДонНТУ,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,TypeScript,"Angular/Angular.js, React.js, Vue.js",Web,,,,,,,,,,,,,,,,,,,GameDev,Аутстафінгова,до 50,4 роки,2 роки,2,2250,250,"Ні, не отримую",
07/12/2020 11:45,"Так, працюю full-time",Харків,Віддалено,Чоловік,24,Вища,НТУ «ХПІ»,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,TypeScript,JavaScript,"Angular/Angular.js, Node.js, React.js","Web, Mobile cross-platform, Mobile other",,,,,,,,,,,,,,,,,,,"E-commerce, Internet of Things, Logistics",Аутсорсингова,до 50,4 роки,2 роки,03-Apr,2250,650,"Ні, не отримую",
08/12/2020 15:39,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Жінка,25,Вища,ХНУРЕ,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,General QA,JavaScript,,,,,,,,,,,,,,,,Media,Аутсорсингова,понад 1000,3 роки,Менше як 3 місяці,03-Apr,1200,300,"Ні, не отримую",
08/12/2020 16:03,"Так, працюю full-time",Харків,"Частково віддалено, частково в офісі",Чоловік,27,Вища,Інший виш,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,Manual QA,Іншу,,,,,,,,,,,,,,,,"Fintech, Medtech",Продуктова,до 200,2 роки,1 рік,2,1200,600,"Ні, не отримую",
08/12/2020 15:52,"Так, працюю full-time",Кривий Ріг,Віддалено,Чоловік,25,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,PHP,"Go, JavaScript, Python","Symfony, Gin","Web, Mobile cross-platform",,,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 50,5 років,4 роки,2,2250,500,"Ні, не отримую",
08/12/2020 16:47,"Так, працюю full-time",Харків,Віддалено,Чоловік,33,Вища,ХНУРЕ,Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,Manual QA,Не використовую,,,,,,,,,,,,,,,,"High Load Systems, Media",Аутстафінгова,до 200,5 років,3 місяці,05-Jul,1200,200,"Ні, не отримую",
08/12/2020 16:10,"Так, працюю full-time",Дніпро,Віддалено,Чоловік,27,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Mobile,Kotlin,"Dart, Java",Flutter,"Mobile Android, Mobile iOS, Mobile cross-platform",,,,,,,,,,,,,,,,,,,"E-commerce, Fintech",Продуктова,понад 1000,4 роки,4 роки,2,2250,0,Отримую бонус щороку,
08/12/2020 20:06,"Так, працюю full-time",Ужгород,Віддалено,Чоловік,34,Середня,,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,PHP,JavaScript,"jQuery, Symfony",Web,,,,,,,,,,,,,,,,,,,"E-commerce, Інша",Аутсорсингова,до 50,7 років,4 роки,03-Apr,2250,400,"Ні, не отримую",
10/12/2020 17:49,"Так, працюю full-time",Київ,Віддалено,Чоловік,38,Вища,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,Java,"JavaScript, Kotlin, SQL","Angular/Angular.js, Hibernate, Spring",Web,,,,,,,,,,,,,,,,,,,Fintech,Аутсорсингова,понад 1000,4 роки,2 роки,2,2250,300,Отримую бонус щороку,800
13/12/2020 08:45,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Жінка,30,Вища,НТУУ «КПІ»,Intermediate,"Analyst (Business, Data, System)",,,,,,,,,,,,,,,,,,Business Analyst,Senior,,,,,,Fintech,Аутсорсингова,до 50,6 років,2 роки,2,1500,150,"Отримую бонус за гарні показники роботи, але нерегулярно",
13/12/2020 13:00,"Так, працюю full-time",Київ,Віддалено,Чоловік,33,Дві вищих,ДНУ ім. Гончара,Upper-Intermediate,"СTO, Director of Engineering, Program Director",,,,,,,,,,,,,,,,,,,,,,,,Director of Engineering,Інша,Продуктова,до 200,10 і більше років,2 роки,03-Apr,6000,0,"Ні, не отримую",0
13/12/2020 21:58,"Так, працюю full-time",Львів,В офісі,Жінка,26,Вища,ЛНУ ім. Франка,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Back-end,C#/.NET,SQL,.NET Core,Web,,,,,,,,,,,,,,,,,,,ERP,Аутсорсингова,понад 1000,5 років,3 роки,2,2250,200,"Отримую бонус за гарні показники роботи, але нерегулярно",
28/12/2020 15:53,"Так, працюю full-time",Львів,Віддалено,Чоловік,23,Вища,НУ «Львівська політехніка»,Advanced,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,Java,"JavaScript, SQL","Hibernate, jQuery, Spring",Web,,,,,,,,,,,,,,,,,,,"Cloud Computing, High Load Systems, Security",Продуктова,до 50,3 роки,Пів року,03-Apr,2250,250,Отримую бонус щомісяця,50
14/12/2020 21:28,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,23,Вища,,Pre-Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,System Administrator,Middle,,"Gambling, Manufacturing, Security",Продуктова,до 200,3 роки,3 місяці,03-Apr,1300,300,"Отримую бонус за гарні показники роботи, але нерегулярно",200
02/01/2021 18:47,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Жінка,22,Вища,,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,JavaScript,".NET, .NET Core, Angular/Angular.js",Web,,,,,,,,,,,,,,,,,,,ERP,Продуктова,до 200,2 роки,2 роки,1,2250,750,"Ні, не отримую",
31/12/2020 15:34,"Так, працюю full-time",Львів,Віддалено,Чоловік,22,Вища,Інший виш,Upper-Intermediate,Designer,,,,,,,,,,UI/UX Designer,Middle,,,,,,,,,,,,,,"E-commerce, Fintech, Logistics",Аутсорсингова,до 50,3 роки,2 роки,2,1400,600,"Отримую бонус за гарні показники роботи, але нерегулярно",100
15/12/2020 16:02,"Так, працюю full-time",Львів,В офісі,Жінка,24,Вища,ЛНУ ім. Франка,Upper-Intermediate,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",,,,,,,,,,,,,,,,Project Manager,Middle,,,,,,,,Legal,Аутсорсингова,понад 1000,4 роки,2 роки,2,2200,0,"Ні, не отримую",
14/12/2020 21:49,"Так, працюю full-time",Львів,"Частково віддалено, частково в офісі",Чоловік,22,Вища,ЛНУ ім. Франка,Pre-Intermediate,"DevOps, SysAdmin",,,,,,,,,,,,,,,,,,,,,,DevOps Engineer,Middle,,"Telecom, Travel, Інша",Аутсорсингова,до 200,4 роки,2 роки,2,700,70,"Ні, не отримую",0
08/12/2020 18:19,"Так, працюю full-time",Київ,Віддалено,Жінка,40,Вища,ХНУРЕ,Upper-Intermediate,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",,,,,,,Middle,Manual QA,Не використовую,,,,,,,,,,,,,,,,Fintech,Продуктова,до 200,2 роки,Пів року,2,1200,0,"Ні, не отримую",
09/12/2020 08:43,"Так, працюю full-time",Київ,"Частково віддалено, частково в офісі",Чоловік,34,Вища,Інший виш,Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Mobile,Java,C++,,Mobile Android,,,,,,,,,,,,,,,,,,,Mobile,Аутсорсингова,до 1000,10 і більше років,9 років,2,2250,50,Отримую бонус щороку,1000
22/12/2020 13:54,"Так, працюю full-time",Одеса,Віддалено,Чоловік,20,Ще студент,Інший виш,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Embedded,C++,Python,,Microcontrollers/Embedded/IoT,,,,,,,,,,,,,,,,,,,Automotive,Продуктова,до 200,2 роки,1 рік,2,2240,570,"Ні, не отримую",
07/12/2020 12:05,"Так, працюю full-time",Харків,В офісі,Чоловік,32,Дві вищих,НТУ «ХПІ»,Upper-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Full-stack,C#/.NET,"JavaScript, SQL",".NET, ASP.NET, jQuery",Web,,,,,,,,,,,,,,,,,,,Інша,Аутстафінгова,до 200,3 роки,3 місяці,2,2240,900,"Ні, не отримую",
08/12/2020 16:36,"Так, працюю full-time",Рівне,Віддалено,Чоловік,29,Вища,Інший виш,Pre-Intermediate,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Front-end,JavaScript,PHP,jQuery,Web,,,,,,,,,,,,,,,,,,,E-commerce,Аутсорсингова,до 200,3 роки,Пів року,03-Apr,2240,750,"Ні, не отримую",
