Timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Оберіть вашу основну посаду,Ваш тайтл на цій посаді,Вкажіть вашу спеціалізацію - Game Design,Вкажіть вашу спеціалізацію - Sound,Вкажіть вашу спеціалізацію - QA,Оберіть вашу посаду - Design,GameDev розробники - оберіть вашу спеціалізацію,Ваша посада - Marketing,Оберіть вашу посаду - HR,Ваша посада - PM,Ваша посада - Analyst,Ваша посада - DS,Ваша посада - DevOps,Ваша посада - Top management,Ваша спеціалізація - Support,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,Вкажіть вашу основну спеціалізацію,"В якій сфері проєкт, в якому ви зараз працюєте?","Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії (в Україні/з України),Загальний стаж роботи за нинішньою ІТ-спеціальністю,Яка у вас освіта?,Знання англійської мови,Де ви зараз живете? ,В якій області ви зараз живете?,Ваша стать,Ваш вік
12/19/2023 23:57:53,Працюю full-time в ІТ-компанії чи ІТ-відділі,3300,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Ruby,Full Stack розробка,Medtech / Healthcare,Аутсорсингова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Дніпро чи область,Чоловік,31
12/19/2023 23:59:03,Працюю part-time в ІТ-компанії чи ІТ-відділі,1100,"Analyst (Business, Data, System etc)",Middle,,,,,,,,,Business Analyst,,,,,"Ні, не використовую",,,E-commerce,Продуктова,понад 1000,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,"За кордоном, але планую повернутися",,Жінка,33
12/20/2023 0:13:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Dart,Mobile  розробка,"E-commerce, Uberfication",Аутсорсингова,до 50,4,Ще студент вишу,Upper-Intermediate,В Україні,Львів чи область,Чоловік,23
12/20/2023 0:21:19,Працюю part-time в ІТ-компанії чи ІТ-відділі,900,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Junior,,,,,,,,Project Manager,,,,,,"Ні, не використовую",,,Fintech / Banking / Capital Management,Аутсорсингова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Полтава чи область,Жінка,24
12/20/2023 0:28:14,Працюю full-time в ІТ-компанії чи ІТ-відділі,550,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Junior,,,,,,,,,,Machine / Deep Learning Engineer,,,,"Так, використовую",Python,Інше,Інша,Аутсорсингова,понад 1000,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,20
12/20/2023 0:30:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,855,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Go,Back-end  розробка,Security,Аутсорсингова,понад 1000,0.5,Ще студент вишу,Intermediate,В Україні,Київ чи область,Чоловік,20
12/20/2023 0:31:57,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Немає тайтлу,,,,,,,,,,Data Scientist,,,,"Так, використовую",Python,"Робота з даними, аналіз даних","Data Science, Medtech / Healthcare, Telecom",Продуктова,до 1000,0.25,Ще студент вишу,Upper-Intermediate,В Україні,Київ чи область,Чоловік,20
12/20/2023 0:44:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,1700,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,C++,Back-end  розробка,"Automotive, Embedded",Аутсорсингова,понад 1000,2,Ще студент вишу,Advanced,В Україні,Київ чи область,Чоловік,21
12/20/2023 0:45:36,Працюю full-time в ІТ-компанії чи ІТ-відділі,2160,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Dart,Mobile  розробка,"Medtech / Healthcare, Mobile",Аутсорсингова,до 200,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Дніпро чи область,Чоловік,21
12/20/2023 1:10:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,3600,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Java,Back-end  розробка,Telecom,Аутстафінгова,до 200,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Одеса чи область,Чоловік,35
12/20/2023 1:30:56,Працюю full-time в ІТ-компанії чи ІТ-відділі,6500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,Інша,Стартап,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,27
12/20/2023 1:58:59,Працюю full-time в ІТ-компанії чи ІТ-відділі,1200,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Telecom,Аутсорсингова,до 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,35
12/20/2023 2:09:18,Я фрилансер(-ка) в ІТ,1800,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,PHP,Full Stack розробка,"E-commerce, Retail, Інша",Фріланс,до 10 спеціалістів,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,"За кордоном, але планую повернутися",,Чоловік,38
12/20/2023 2:32:38,Працюю part-time в ІТ-компанії чи ІТ-відділі,800,"Marketing, PR, SEO, Copywriter",Senior,,,,,,SEO Specialist,,,,,,,,,,,E-commerce,Аутсорсингова,Лише я / фріланс,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,37
12/20/2023 2:38:14,Працюю full-time в ІТ-компанії чи ІТ-відділі,580,HR/Recruiter/Learning and Development,Middle,,,,,,,Recruiter,,,,,,,,,,"Automotive, Fintech / Banking / Capital Management",Аутсорсингова,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,24
12/20/2023 6:13:45,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",3000,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Team Lead,,,,,,,,Product Owner,,,,,,"Ні, не використовую",,,Internet of Things,Аутсорсингова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,32
12/20/2023 8:53:24,Працюю full-time в ІТ-компанії чи ІТ-відділі,6500,Software Engineer / Programmer,Architect,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,Manufacturing,Аутсорсингова,понад 1000,13,Середня спеціальна,Advanced,В Україні,Київ чи область,Чоловік,32
12/20/2023 9:08:10,Працюю full-time в ІТ-компанії чи ІТ-відділі,880,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,Manufacturing,Продуктова,до 200,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,22
12/20/2023 9:27:10,Працюю full-time в ІТ-компанії чи ІТ-відділі,3500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,PHP,Back-end  розробка,E-commerce,Продуктова,до 1000,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,28
12/20/2023 9:34:48,Працюю full-time в ІТ-компанії чи ІТ-відділі,5500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,"Public services / Government, Telecom",Продуктова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Черкаси чи область,Чоловік,33
12/20/2023 9:45:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,500,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Go,Back-end  розробка,"High Load Systems, Logistics",Аутсорсингова,до 10 спеціалістів,0.5,Ще студент вишу,Intermediate,В Україні,Київ чи область,Чоловік,20
12/20/2023 10:01:46,Працюю full-time в ІТ-компанії чи ІТ-відділі,3800,HR/Recruiter/Learning and Development,Team Lead,,,,,,,HR Manager,,,,,,,,,,Fintech / Banking / Capital Management,Продуктова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,34
12/20/2023 10:14:09,Працюю full-time в ІТ-компанії чи ІТ-відділі,750,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Dart,Mobile  розробка,Mobile,Аутсорсингова,понад 1000,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Полтава чи область,Чоловік,25
12/20/2023 10:27:01,Працюю full-time в ІТ-компанії чи ІТ-відділі,800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,General QA,,,,,,,,,,,"Ні, не використовую",,,Retail,Стартап,до 200,1,Середня,Intermediate,В Україні,Київ чи область,Жінка,38
12/20/2023 10:39:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,9500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,General QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,"E-commerce, Machine Learning, Uberfication",Продуктова,до 50,8,Середня,Advanced,В Україні,Київ чи область,Чоловік,31
12/20/2023 10:41:43,Працюю full-time в ІТ-компанії чи ІТ-відділі,1600,Software Engineer / Programmer,Middle,,,,,Generalist Programmer,,,,,,,,,,C++,Інше,"AR/VR, GameDev",Продуктова,Лише я / фріланс,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Миколаїв чи область,Чоловік,37
12/20/2023 10:52:52,Працюю full-time в ІТ-компанії чи ІТ-відділі,4738,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Senior,,,,,,,,Scrum Master,,,,,,"Ні, не використовую",,,Інша,Аутсорсингова,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Львів чи область,Чоловік,27
