timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід в IT у $$$ за місяць, лише ставка ЧИСТИМИ - після сплати податків",Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,programming_language,"Основний напрям роботи компанії, в якій працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,english_level,Де ви зараз живете?,В якій області ви зараз живете?,male
10/12/2024 09:05,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",1500.0,Lead/Team Lead,Analyst,BI Analyst,,SQL,Сервісна (аутсорсингова),15.0,4,В Україні,Київ чи область,0
10/12/2024 09:09,Працюю full-time,3600.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Сервісна (аутсорсингова),5.0,5,В Україні,Харків чи область,0
10/12/2024 09:11,Працюю full-time,500.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Продуктова,1.0,5,В Україні,Київ чи область,0
10/12/2024 09:11,Працюю full-time,2500.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Продуктова,3.0,5,В Україні,Київ чи область,0
10/12/2024 09:11,Працюю full-time,1500.0,Middle,SE,Software Engineer / Software Developer,,C# / .NET,Продуктова,3.0,4,"За кордоном, але планую повернутися",,0
10/12/2024 09:11,Працюю full-time,7000.0,Head,Tech Leadership,Head of Engineering,,Go,Продуктова,5.0,6,В Україні,Київ чи область,0
10/12/2024 09:12,Працюю full-time,1200.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),3.0,5,В Україні,Хмельницький чи область,0
10/12/2024 09:13,Працюю full-time,900.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),3.0,3,В Україні,Хмельницький чи область,0
10/12/2024 09:13,Працюю full-time,2000.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,15.0,2,В Україні,Київ чи область,0
10/12/2024 09:13,Працюю full-time,1200.0,Немає тайтлу,SysAdmin,IT Process Manager,,,Інша,3.0,5,"За кордоном, не планую повертатися",,0
10/12/2024 09:13,Я фрилансер(-ка),15000.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Продуктова,7.0,6,В Україні,Київ чи область,0
10/12/2024 09:14,Працюю full-time,6000.0,Tech Lead,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),10.0,4,В Україні,Харків чи область,0
10/12/2024 09:19,Втратив(-ла) роботу і шукаю нову,1500.0,Junior,"UI/UX, Product Design",Product Designer,,,Продуктова,3.0,5,В Україні,Черкаси чи область,0
10/12/2024 09:21,Працюю full-time,2700.0,Junior,DevOps,DevOps Engineer,,Python,Сервісна (аутсорсингова),2.0,4,В Україні,Київ чи область,0
10/12/2024 09:22,Працюю full-time,1900.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,3.0,5,В Україні,Запоріжжя чи область,0
10/12/2024 09:23,Працюю full-time,4250.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Продуктова,5.0,5,"За кордоном, не планую повертатися",,0
10/12/2024 09:24,Працюю full-time,500.0,Junior,HR,Recruiter / Recruitment Specialist / Technical Recruiter,,,Сервісна (аутсорсингова),1.0,5,В Україні,Київ чи область,0
10/12/2024 09:24,Працюю full-time,2900.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Сервісна (аутсорсингова),4.0,5,В Україні,Київ чи область,0
10/12/2024 09:27,Працюю full-time,1900.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),4.0,5,"За кордоном, важко сказати, чи повернуся",,0
10/12/2024 09:30,Працюю full-time,1710.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Java,Сервісна (аутсорсингова),3.0,5,В Україні,Львів чи область,0
10/12/2024 09:31,Працюю full-time,1000.0,Junior,Marketing,Email Marketing Specialist / E-mail Marketing specialist,,,Продуктова,1.0,5,В Україні,Львів чи область,0
10/12/2024 09:32,Працюю full-time,1000.0,Junior,SE,Software Engineer / Software Developer,Embedded,C++,Сервісна (аутсорсингова),3.0,4,В Україні,Київ чи область,0
10/12/2024 09:37,Працюю full-time,5000.0,Lead/Team Lead,QA,General QA,,Python,Продуктова,7.0,4,"За кордоном, але планую повернутися",,0
10/12/2024 09:40,Працюю full-time,9200.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,PHP,Продуктова,10.0,4,"За кордоном, важко сказати, чи повернуся",,0
10/12/2024 09:40,Працюю full-time,3100.0,Senior,QA,Automation QA / AQA,,Java,Сервісна (аутсорсингова),5.0,5,В Україні,Київ чи область,0
10/12/2024 09:41,Працюю full-time,1400.0,Middle,QA,Manual QA,,,Продуктова,3.0,5,В Україні,Львів чи область,0
10/12/2024 09:42,Працюю full-time,900.0,Junior,Analyst,System Analyst,,JavaScript,Продуктова,0.5,5,В Україні,Київ чи область,0
10/12/2024 09:43,Працюю full-time,1800.0,Middle,QA,Automation QA / AQA,,JavaScript,Продуктова,3.0,4,"За кордоном, важко сказати, чи повернуся",,0
10/12/2024 09:47,Працюю full-time,2280.0,Middle,SE,Software Engineer / Software Developer,Embedded,C,Аутстафінгова,8.0,4,В Україні,Київ чи область,0
10/12/2024 09:47,Працюю full-time,5700.0,Senior,DS,ML Engineer,,TypeScript,Продуктова,5.0,6,В Україні,Київ чи область,0
10/12/2024 09:47,Працюю full-time,3500.0,Senior,QA,General QA,,TypeScript,Продуктова,8.0,5,"За кордоном, не планую повертатися",,0
10/12/2024 09:49,Втратив(-ла) роботу і шукаю нову,4000.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),10.0,4,В Україні,Київ чи область,0
10/12/2024 09:50,Працюю full-time,2730.0,Middle,SE,Software Engineer / Software Developer,,C# / .NET,Продуктова,5.0,5,В Україні,Житомир чи область,0
10/12/2024 09:51,Працюю full-time,500.0,Intern/Trainee,QA,Manual QA,,,Продуктова,0.5,2,В Україні,Чернівці чи область,0
10/12/2024 09:52,Працюю full-time,2800.0,Middle,Consultant,ERP/CRM Consultant,,,Сервісна (аутсорсингова),4.0,5,В Україні,Київ чи область,0
10/12/2024 09:53,Працюю full-time,1580.0,Junior,QA,Automation QA / AQA,,Java,Сервісна (аутсорсингова),3.0,5,В Україні,Івано-Франківськ чи область,0
10/12/2024 09:55,Працюю full-time,2700.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),3.0,6,В Україні,Львів чи область,0
10/12/2024 09:55,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,TypeScript,Стартап,7.0,5,В Україні,Київ чи область,0
10/12/2024 09:58,Працюю full-time,4300.0,Senior,QA,Automation QA / AQA,,Java,Сервісна (аутсорсингова),10.0,5,В Україні,Київ чи область,0
10/12/2024 10:00,Працюю full-time,5000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Аутстафінгова,9.0,5,В Україні,Київ чи область,0
10/12/2024 10:07,Працюю full-time,2185.0,Middle,Analyst,BA (Business Analyst),,SQL,Сервісна (аутсорсингова),5.0,5,В Україні,Київ чи область,0
10/12/2024 10:07,Працюю full-time,1900.0,Middle,QA,Manual QA,,,Продуктова,3.0,5,В Україні,Одеса чи область,0
10/12/2024 10:10,Працюю full-time,1400.0,Немає тайтлу,DS,Data Scientist,,Python,Стартап,3.0,4,В Україні,Київ чи область,0
10/12/2024 10:10,Працюю full-time,4200.0,Senior,Analyst,Product Analyst,,Python,Сервісна (аутсорсингова),6.0,3,В Україні,Львів чи область,0
10/12/2024 10:14,Працюю full-time,1100.0,Немає тайтлу,SysAdmin,SysAdmin,,,Продуктова,6.0,2,В Україні,Київ чи область,0
10/12/2024 10:19,Працюю part-time,1200.0,Senior,QA,Manual QA,,Java,Аутстафінгова,4.0,4,В Україні,Київ чи область,0
10/12/2024 10:21,Я фрилансер(-ка),2100.0,Junior,SE,Software Engineer / Software Developer,Mobile розробка,Swift,Фриланс,4.0,4,"За кордоном, важко сказати, чи повернуся",,0
10/12/2024 10:22,Працюю full-time,5300.0,Senior,DS,Data Engineer / Big Data Engineer,,Python,Сервісна (аутсорсингова),6.0,5,В Україні,Миколаїв чи область,0
10/12/2024 10:23,Працюю full-time,10500.0,Tech Lead,SE,Software Engineer / Software Developer,,C# / .NET,Продуктова,12.0,5,В Україні,Житомир чи область,0
10/12/2024 10:23,Працюю full-time,1300.0,Middle,HR,HR People Partner,,,Сервісна (аутсорсингова),5.0,5,В Україні,Київ чи область,0
10/12/2024 10:23,Працюю full-time,2300.0,Junior,QA,SDET (Software Development Engineer in Test),,C# / .NET,Аутстафінгова,3.0,4,В Україні,Львів чи область,0
10/12/2024 10:25,Працюю full-time,1250.0,Немає тайтлу,Project Mgmt,Project Manager,,,Продуктова,1.5,4,В Україні,Дніпро чи область,0
10/12/2024 10:28,Працюю full-time,3900.0,Senior,DS,Data Engineer / Big Data Engineer,,SQL,Сервісна (аутсорсингова),11.0,4,В Україні,Львів чи область,0
10/12/2024 10:31,Працюю full-time,1000.0,Middle,HR,HR People Partner,,,Сервісна (аутсорсингова),4.0,6,В Україні,Львів чи область,0
10/12/2024 10:33,Працюю full-time,2100.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),3.0,4,В Україні,Дніпро чи область,0
10/12/2024 10:39,Працюю full-time,2000.0,Junior,DevOps,DevOps Engineer,,Python,Сервісна (аутсорсингова),6.0,6,В Україні,Дніпро чи область,0
10/12/2024 10:40,Працюю full-time,5200.0,Senior,Analyst,BA (Business Analyst),,,Сервісна (аутсорсингова),7.0,6,В Україні,Львів чи область,0
